	shannon_entropy
G1-123	2.452375895006485
G1-124	2.6187093859341513
G1-153	1.459554841700777
G1-154	1.9390470750827504
G1-155	1.4620461199804542
G1-156	1.8261052010345036
G1-17	1.5783591462206263
G1-18	1.769441891746075
G3-61	2.620414302528089
G3-62	2.7090723247794504
G3-63	2.535341155423647
G3-64	2.2819748777225075
G3-65	2.390815903797046
G3-66	2.4503339313388404
G3-710	2.112619810751619
G3-711	1.9240538258623836
G3-712	1.996442416979176
G3-78	1.87963801450961
G3-79	1.7313558618043117
