"","otu_id","W","detected_0.9","detected_0.8","detected_0.7","detected_0.6"
"1","k__Bacteria_p__Firmicutes_c__Bacilli",2,TRUE,TRUE,TRUE,TRUE
"2","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria",2,TRUE,TRUE,TRUE,TRUE
"3","k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria",2,TRUE,TRUE,TRUE,TRUE
